IP,DNS,NetBIOS,Datacentre,Tracking Method,OS,IP Status,QID,Title,Vuln Status,Type,Severity,Port,Protocol,FQDN,SSL,First Detected,Last Detected,Times Detected,Date Last Fixed,First Reopened,Last Reopened,Times Reopened,CVE ID,Vendor Reference,Bugtraq ID,CVSS,CVSS Base,CVSS Temporal,CVSS Environment,CVSS3.1,CVSS3.1 Base,CVSS3.1 Temporal,threat,impact,Solution,Exploitability,Associated Malware,Results,PCI Vuln,Ticket State,Instance,Category
10.30.16.35,asset-015.corp.local,ASSET-015,DC1,IP,RHEL 8,Active,300135,Remote Desktop Weak Encryption Enabled,New,VUL,1,3389,tcp,asset-015.corp.local,No,2026-06-05,2026-06-30,1,,,,0,,https://www.qualys.com/research/security-alerts/,95135,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Remote Desktop Weak Encryption Enabled detected on 10.30.16.35:3389.,No,Open,tcp/3389,Windows
10.30.17.36,asset-016.corp.local,ASSET-016,DC2,IP,Network Appliance,Active,300136,Nginx Security Update Available,Active,VUL,2,443,tcp,asset-016.corp.local,Yes,2025-11-17,2026-06-30,8,,,,0,CVE-2025-2345,https://nginx.org/en/security_advisories.html,95136,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Nginx Security Update Available detected on 10.30.17.36:443.,No,Open,tcp/443,Web Server
10.30.18.37,asset-017.corp.local,ASSET-017,DR,IP,Windows Server 2019,Active,300137,SMB Signing Not Required,New,VUL,3,445,tcp,asset-017.corp.local,No,2026-06-07,2026-06-30,1,,,,0,,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,95137,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,,SMB Signing Not Required detected on 10.30.18.37:445.,Yes,Open,tcp/445,Windows
10.30.10.38,asset-018.corp.local,ASSET-018,DC1,IP,Ubuntu 22.04,Active,300138,Oracle Java Unsupported Version,New,VUL,4,0,tcp,asset-018.corp.local,No,2026-06-08,2026-06-30,1,,,,0,CVE-2024-20919,https://www.qualys.com/research/security-alerts/,95138,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,,,Oracle Java Unsupported Version detected on 10.30.10.38:0.,Yes,Open,tcp/0,General
10.30.11.39,asset-019.corp.local,ASSET-019,DC2,IP,RHEL 8,Active,300139,Linux Kernel Security Update Available,New,VUL,5,0,tcp,asset-019.corp.local,No,2026-06-09,2026-06-30,1,,,,0,CVE-2024-1086,https://www.qualys.com/research/security-alerts/,95139,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Linux Kernel Security Update Available detected on 10.30.11.39:0.,No,Open,tcp/0,Linux
10.30.12.40,asset-020.corp.local,ASSET-020,DR,IP,Network Appliance,Active,300140,TLS 1.0 Protocol Detection,New,VUL,1,443,tcp,asset-020.corp.local,Yes,2026-06-10,2026-06-30,1,,,,0,,https://www.qualys.com/research/security-alerts/,95140,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.qualys.com/research/security-alerts/,Observed malware association,TLS 1.0 Protocol Detection detected on 10.30.12.40:443.,No,Open,tcp/443,SSL
10.30.13.41,asset-021.corp.local,ASSET-021,DC1,IP,Windows Server 2019,Active,300141,Apache Tomcat AJP Request Injection,New,VUL,2,8009,tcp,asset-021.corp.local,No,2026-06-11,2026-06-30,1,,,,0,CVE-2020-1938,https://tomcat.apache.org/security-9.html,95141,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,Apache Tomcat AJP Request Injection detected on 10.30.13.41:8009.,Yes,Open,tcp/8009,Web Application
10.30.14.42,asset-022.corp.local,ASSET-022,DC2,IP,Ubuntu 22.04,Active,300142,Apache Log4j Remote Code Execution,New,VUL,3,8080,tcp,asset-022.corp.local,No,2026-06-12,2026-06-30,1,,,,0,CVE-2021-44228,https://logging.apache.org/log4j/2.x/security.html,95142,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html,,Apache Log4j Remote Code Execution detected on 10.30.14.42:8080.,Yes,Open,tcp/8080,Web Application
10.30.15.43,asset-023.corp.local,ASSET-023,DR,IP,RHEL 8,Active,300143,Microsoft SQL Server Unsupported Version,Active,VUL,4,1433,tcp,asset-023.corp.local,No,2026-01-23,2026-06-30,6,,,,0,,https://learn.microsoft.com/sql/sql-server/end-of-support,95143,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,,,Microsoft SQL Server Unsupported Version detected on 10.30.15.43:1433.,No,Open,tcp/1433,Database
10.30.16.44,asset-024.corp.local,ASSET-024,DC1,IP,Network Appliance,Active,300144,OpenSSL Security Update Available,New,VUL,5,443,tcp,asset-024.corp.local,Yes,2026-06-14,2026-06-30,1,,,,0,CVE-2023-0286,https://www.openssl.org/news/vulnerabilities.html,95144,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",,,OpenSSL Security Update Available detected on 10.30.16.44:443.,No,Open,tcp/443,SSL
10.30.17.45,asset-025.corp.local,ASSET-025,DC2,IP,Windows Server 2019,Active,300145,Remote Desktop Weak Encryption Enabled,New,VUL,1,3389,tcp,asset-025.corp.local,No,2026-06-15,2026-06-30,1,,,,0,,https://www.qualys.com/research/security-alerts/,95145,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,Observed malware association,Remote Desktop Weak Encryption Enabled detected on 10.30.17.45:3389.,Yes,Open,tcp/3389,Windows
10.30.18.46,asset-026.corp.local,ASSET-026,DR,IP,Ubuntu 22.04,Active,300146,Nginx Security Update Available,New,VUL,2,443,tcp,asset-026.corp.local,Yes,2026-06-16,2026-06-30,1,,,,0,CVE-2025-2345,https://nginx.org/en/security_advisories.html,95146,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html,,Nginx Security Update Available detected on 10.30.18.46:443.,Yes,Open,tcp/443,Web Server
10.30.10.47,asset-027.corp.local,ASSET-027,DC1,IP,RHEL 8,Active,300147,SMB Signing Not Required,New,VUL,3,445,tcp,asset-027.corp.local,No,2026-06-17,2026-06-30,1,,,,0,,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,95147,AV:N/AC:M/Au:N/C:P/I:N/A:N,5.0,5.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,6.5,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,,SMB Signing Not Required detected on 10.30.10.47:445.,No,Open,tcp/445,Windows
10.30.11.48,asset-028.corp.local,ASSET-028,DC2,IP,Network Appliance,Active,300148,Oracle Java Unsupported Version,New,VUL,4,0,tcp,asset-028.corp.local,No,2026-06-18,2026-06-30,1,,,,0,CVE-2024-20919,https://www.qualys.com/research/security-alerts/,95148,AV:N/AC:M/Au:N/C:P/I:N/A:N,2.6,2.6,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,3.7,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,The finding represents a hardening issue or lower-risk exposure.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,,,Oracle Java Unsupported Version detected on 10.30.11.48:0.,No,Open,tcp/0,General
10.30.12.49,asset-029.corp.local,ASSET-029,DR,IP,Windows Server 2019,Active,300149,Linux Kernel Security Update Available,New,VUL,5,0,tcp,asset-029.corp.local,No,2026-06-19,2026-06-30,1,,,,0,CVE-2024-1086,https://www.qualys.com/research/security-alerts/,95149,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,9.0,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,9.8,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.qualys.com/research/security-alerts/,,Linux Kernel Security Update Available detected on 10.30.12.49:0.,Yes,Open,tcp/0,Linux
10.30.13.50,asset-030.corp.local,ASSET-030,DC1,IP,Ubuntu 22.04,Active,300150,TLS 1.0 Protocol Detection,New,VUL,1,443,tcp,asset-030.corp.local,Yes,2026-06-20,2026-06-30,1,,,,0,,https://www.qualys.com/research/security-alerts/,95150,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,7.5,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,8.1,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",,,TLS 1.0 Protocol Detection detected on 10.30.13.50:443.,Yes,Open,tcp/443,SSL
